-0.0697885 0.00220496 0.00512471
0.0697884 -0.00220494 0.00512471
0.00220496 0.0697885 0.00512471
-0.0149318 -0.0685397 0.00507936
-0.0685397 0.0149318 0.00507936
0.0685396 -0.0149318 0.00507936
0.0149318 0.0685397 0.00507936
-0.0135204 -0.0781643 0.00370755
-0.0275271 -0.0486361 0.00687679
-0.0781643 0.0135204 0.00370755
-0.0486361 0.0275271 0.00687679
0.0781642 -0.0135205 0.00370755
0.048636 -0.0275271 0.0068768
0.0135204 0.0781643 0.00370755
0.0275271 0.0486361 0.00687679
-0.029817 -0.0640222 0.0050121
-0.0184225 -0.0568116 0.00643305
-0.0640222 0.029817 0.0050121
-0.0568116 0.0184225 0.00643305
0.0640222 -0.0298171 0.0050121
0.0568115 -0.0184225 0.00643306
0.029817 0.0640222 0.0050121
0.0184225 0.0568116 0.00643305
-0.00848189 -0.036584 0.00858967
-0.036584 0.00848189 0.00858967
0.0365839 -0.00848182 0.00858968
0.00848189 0.036584 0.00858967
-0.0163048 -0.0452959 0.00768243
-0.0452959 0.0163048 0.00768243
0.0452958 -0.0163048 0.00768244
0.0163048 0.0452959 0.00768243
-0.0278372 -0.027072 0.0084922
-0.027072 0.0278372 0.0084922
0.0270719 -0.0278371 0.00849221
0.0278372 0.027072 0.0084922
-0.0246411 -0.0378103 0.0079632
-0.0378103 0.0246411 0.0079632
0.0378102 -0.024641 0.00796321
0.0246411 0.0378103 0.0079632
-0.0452752 -0.0381071 0.00649801
-0.0381071 0.0452752 0.00649801
0.0381069 -0.0452752 0.00649802
0.0452752 0.0381071 0.00649801
-0.0349163 -0.0408686 0.00711061
-0.0442477 -0.0550621 0.00501031
-0.0408686 0.0349163 0.00711061
-0.0550621 0.0442477 0.00501031
0.0408685 -0.0349163 0.00711062
0.0550619 -0.0442477 0.00501033
0.0349163 0.0408686 0.00711061
0.0442477 0.0550621 0.00501031
0.0360778 -0.070731 0.00369552
-0.070731 -0.0360778 0.00369552
0.070731 0.0360778 0.00369552
-0.0360778 0.070731 0.00369552
-0.0344989 -0.055462 0.0057338
-0.0397269 -0.0638817 0.0043409
-0.0548894 -0.0660853 0.00261989
-0.055462 0.0344989 0.0057338
-0.0638817 0.0397269 0.0043409
-0.0660853 0.0548894 0.00261989
0.0554618 -0.0344989 0.00573381
0.0638816 -0.0397269 0.00434091
0.0660851 -0.0548895 0.0026199
0.0344989 0.055462 0.0057338
0.0397269 0.0638817 0.0043409
0.0548894 0.0660853 0.00261989
0.0412246 -0.0808214 0.00176843
0.0511199 -0.0734138 0.00199716
0.0299091 -0.0802353 0.00266774
0.0249694 -0.0702752 0.00443793
0.0310563 -0.057522 0.00572673
-0.0808214 -0.0412246 0.00176843
-0.0734138 -0.0511199 0.00199716
-0.0802353 -0.0299091 0.00266774
-0.0702752 -0.0249694 0.00443793
-0.0575219 -0.0310563 0.00572674
0.0808214 0.0412246 0.00176843
0.0734138 0.0511199 0.00199716
0.0802353 0.0299091 0.00266774
0.0702752 0.0249694 0.00443793
0.0575219 0.0310563 0.00572674
-0.0412246 0.0808214 0.00176843
-0.0511199 0.0734138 0.00199716
-0.0299091 0.0802353 0.00266774
-0.0249694 0.0702752 0.00443793
-0.0310563 0.0575219 0.00572674
-0.0478831 -0.0756195 0.0019889
-0.0756195 0.0478831 0.0019889
0.0756193 -0.0478831 0.00198892
0.0478831 0.0756195 0.0019889
0.0607416 -0.0658798 0.00197031
0.0469997 -0.0582409 0.00439902
0.021257 -0.0437274 0.00763605
-0.0658797 -0.0607416 0.00197033
-0.058241 -0.0469996 0.00439902
-0.0437274 -0.0212574 0.00763604
0.0658797 0.0607416 0.00197033
0.058241 0.0469996 0.00439902
0.0437274 0.0212574 0.00763604
-0.0607416 0.0658797 0.00197033
-0.0469996 0.058241 0.00439902
-0.0212574 0.0437274 0.00763604
0.0561233 -0.0541783 0.00391489
0.0392004 -0.0540577 0.00554109
0.0469821 -0.0489116 0.00540034
0.0444914 -0.0670679 0.0035224
0.0293263 -0.048373 0.00680002
0.0305494 -0.0378471 0.00763433
0.0202372 -0.0548297 0.00658416
0.00549886 -0.0478779 0.00767747
-0.00547043 -0.0471565 0.00774634
-0.0541784 -0.0561233 0.00391487
-0.0540577 -0.0392004 0.00554109
-0.0489117 -0.0469822 0.00540033
-0.067068 -0.0444914 0.0035224
-0.048373 -0.0293266 0.0068
-0.0378471 -0.0305496 0.00763432
-0.0548294 -0.0202375 0.00658418
-0.0478776 -0.00549891 0.0076775
-0.0471565 0.00547042 0.00774634
0.0541784 0.0561233 0.00391487
0.0540577 0.0392004 0.00554109
0.0489117 0.0469822 0.00540033
0.067068 0.0444914 0.0035224
0.048373 0.0293266 0.0068
0.0378471 0.0305496 0.00763432
0.0548294 0.0202375 0.00658418
0.0478776 0.00549895 0.00767749
0.0471564 -0.00547038 0.00774635
-0.0561233 0.0541784 0.00391487
-0.0392004 0.0540577 0.00554109
-0.0469822 0.0489117 0.00540033
-0.0444914 0.067068 0.0035224
-0.0293266 0.048373 0.0068
-0.0305496 0.0378471 0.00763432
-0.0202375 0.0548294 0.00658418
-0.00549891 0.0478776 0.0076775
0.00547042 0.0471565 0.00774634
0.00997315 -0.0574912 0.0065953
-0.057491 -0.00997336 0.00659532
0.057491 0.00997338 0.00659532
-0.00997336 0.057491 0.00659532
0.00930666 -0.0303453 0.00899255
-0.0303455 -0.0093073 0.00899252
0.0303455 0.00930727 0.00899252
-0.0093073 0.0303455 0.00899252
0.0019798 -0.0379338 0.00855711
-0.00190788 -0.0268488 0.0092755
0.00989763 -0.00871676 0.00982606
-0.0148879 -0.0251708 0.00914478
0.00655196 -0.0194477 0.00957886
-0.0226604 -0.0172816 0.00918785
0.0172639 -0.0225369 0.00919405
-0.0066955 -0.0128408 0.00979028
0.0271958 -0.0158831 0.00900812
-0.0175653 -0.00468096 0.00966955
0.024452 -0.00274791 0.00939455
-0.0271407 0.00180507 0.00926012
-0.01279 0.0126799 0.00967564
-0.0253522 0.0143511 0.00915131
0.00998818 0.0117914 0.0097612
0.0192108 -0.0106969 0.00951652
-0.00471234 0.00112086 0.00997654
0.0197368 0.00702545 0.0095611
0.0194537 0.0187997 0.00926812
0.0110122 0.0015326 0.00987638
0.0170663 0.0296034 0.00883238
0.00533955 0.023951 0.00939784
0.000115811 0.0319577 0.00897869
-0.00131499 0.0144386 0.0097898
0.000601136 -0.00675556 0.009954
0.0118712 -0.0400821 0.0082525
-0.0379335 -0.00197984 0.00855713
-0.0400823 -0.0118716 0.00825248
0.0379336 0.00197988 0.00855713
0.0400822 0.0118716 0.00825248
-0.0118716 0.0400823 0.00825248
-0.0172934 0.0227439 0.00918365
