0.1 8.97425e-09 -1.38778e-16
0.0991575 0.0129537 -1.42247e-16
0.0964662 0.0263492 -1.33574e-16
0.0919752 0.03925 -1.40513e-16
0.0857711 0.0514132 -1.45717e-16
0.0779758 0.0626081 -1.40513e-16
0.0687475 0.0726208 -1.2837e-16
0.0582848 0.0812581 -1.33574e-16
0.0468372 0.0883531 -1.42247e-16
0.0347264 0.0937767 -1.47451e-16
0.0223918 0.0974608 -1.45717e-16
0.0104773 0.0994496 -1.26635e-16
9.00257e-09 0.1 -1.40513e-16
-0.0129537 0.0991575 -1.47451e-16
-0.0263492 0.0964662 -1.37043e-16
-0.03925 0.0919752 -1.43982e-16
-0.0514132 0.0857711 -1.35308e-16
-0.0626081 0.0779758 -1.37043e-16
-0.0726208 0.0687475 -1.33574e-16
-0.0812581 0.0582848 -1.31839e-16
-0.0883531 0.0468372 -1.33574e-16
-0.0937767 0.0347264 -1.35308e-16
-0.0974608 0.0223918 -1.33574e-16
-0.0994496 0.0104773 -1.33574e-16
-0.1 9.00257e-09 -1.40513e-16
-0.0991575 -0.0129537 -1.45717e-16
-0.0964662 -0.0263492 -1.37043e-16
-0.0919752 -0.03925 -1.43982e-16
-0.0857711 -0.0514132 -1.43982e-16
-0.0779758 -0.0626081 -1.35308e-16
-0.0687475 -0.0726208 -1.33574e-16
-0.0582848 -0.0812581 -1.31839e-16
-0.0468372 -0.0883531 -1.40513e-16
-0.0347264 -0.0937767 -1.38778e-16
-0.0223918 -0.0974608 -1.35308e-16
-0.0104773 -0.0994496 -1.30104e-16
-9.00257e-09 -0.1 -1.40513e-16
0.0129537 -0.0991575 -1.31839e-16
0.0263492 -0.0964662 -1.30104e-16
0.03925 -0.0919752 -1.249e-16
0.0514132 -0.0857711 -1.33574e-16
0.0626081 -0.0779758 -1.33574e-16
0.0726208 -0.0687475 -1.33574e-16
0.0812581 -0.0582848 -1.40513e-16
0.0883531 -0.0468372 -1.40513e-16
0.0937767 -0.0347264 -1.31839e-16
0.0974608 -0.0223918 -1.35308e-16
0.0994496 -0.0104773 -1.37043e-16
-0.00426297 -0.0811515 0.00339626
-0.0811515 0.00426297 0.00339626
0.0811515 -0.00426296 0.00339626
0.00426297 0.0811515 0.00339626
-0.0233471 -0.0781685 0.00334459
-0.0146601 -0.0878248 0.00207189
0.00577495 -0.0887876 0.00208342
-0.0887876 -0.00577495 0.00208342
-0.0781685 0.0233471 0.00334459
-0.0878248 0.0146601 0.00207189
0.0781685 -0.0233471 0.00334459
0.0878248 -0.0146601 0.00207189
0.0887875 0.00577496 0.00208342
0.0233471 0.0781685 0.00334459
0.0146601 0.0878248 0.00207189
-0.00577495 0.0887876 0.00208342
-0.0262786 -0.0879835 0.00156834
-0.0367134 -0.0795216 0.00232844
0.0142926 -0.0671751 0.00528323
-0.0671751 -0.0142926 0.00528323
-0.0879835 0.0262786 0.00156834
-0.0795216 0.0367134 0.00232844
0.0879835 -0.0262786 0.00156834
0.0795216 -0.0367134 0.00232844
0.0671751 0.0142926 0.00528323
0.0262786 0.0879835 0.00156834
0.0367134 0.0795216 0.00232844
-0.0142926 0.0671751 0.00528323
0.00698585 -0.0767801 0.00405601
-0.0767801 -0.00698585 0.00405601
0.0767801 0.00698587 0.00405601
-0.00698585 0.0767801 0.00405601
0.0192512 -0.0840818 0.00255964
-0.00638785 -0.0590248 0.00647527
-0.0840818 -0.0192512 0.00255964
-0.0590248 0.00638785 0.00647527
0.0840818 0.0192512 0.00255964
0.0590247 -0.00638782 0.00647528
-0.0192512 0.0840818 0.00255964
0.00638785 0.0590248 0.00647527
-0.00220496 -0.0697885 0.00512471
