0 0
0.01 0.0357599
0.02 0.0760189
0.03 0.116003
0.04 0.156004
0.05 0.196004
0.06 0.236004
0.07 0.276004
0.08 0.316004
0.09 0.356004
0.1 0.396004
0.11 0.436004
0.12 0.476004
0.13 0.516004
0.14 0.556004
0.15 0.596004
0.16 0.636004
0.17 0.676004
0.18 0.716004
0.19 0.756003
0.2 0.79601
0.21 0.83598
0.22 0.876109
0.23 0.915556
0.24 0.957918
0.25 0.987815
0.26 0.964984
0.27 0.923936
0.28 0.884
0.29 0.843996
0.3 0.803996
0.31 0.763996
0.32 0.723996
0.33 0.683996
0.34 0.643996
0.35 0.603996
0.36 0.563996
0.37 0.523996
0.38 0.483996
0.39 0.443996
0.4 0.403996
0.41 0.363996
0.42 0.323996
0.43 0.283996
0.44 0.243997
0.45 0.203993
0.46 0.164008
0.47 0.123944
0.48 0.0842198
0.49 0.0430388
0.5 0.00809036
0.51 -0.000494188
0.52 3.01867e-05
0.53 -1.84391e-06
0.54 1.12633e-07
0.55 -6.87999e-09
0.56 4.20254e-10
0.57 -2.56706e-11
0.58 1.56805e-12
0.59 -9.5782e-14
0.6 5.8507e-15
0.61 -3.57381e-16
0.62 2.18301e-17
0.63 -1.33346e-18
0.64 8.14522e-20
0.65 -4.97544e-21
0.66 3.03901e-22
0.67 -1.85666e-23
0.68 1.1332e-24
0.69 -6.93642e-26
0.7 4.1991e-27
0.71 -2.61061e-28
0.72 1.48126e-29
0.73 -9.97418e-31
0.74 3.91581e-32
0.75 -3.29724e-33
0.76 0
0.77 0
0.78 0
0.79 0
0.8 0
0.81 0
0.82 0
0.83 0
0.84 0
0.85 0
0.86 0
0.87 0
0.88 0
0.89 0
0.9 0
0.91 0
0.92 0
0.93 0
0.94 0
0.95 0
0.96 0
0.97 0
0.98 0
0.99 0
1 0
0 0
0.01 0.0171335
0.02 0.0441703
0.03 0.0784272
0.04 0.11653
0.05 0.156098
0.06 0.196043
0.07 0.236043
0.08 0.276044
0.09 0.316044
0.1 0.356044
0.11 0.396044
0.12 0.436044
0.13 0.476044
0.14 0.516044
0.15 0.556044
0.16 0.596044
0.17 0.636044
0.18 0.676044
0.19 0.716044
0.2 0.756038
0.21 0.796052
0.22 0.836145
0.23 0.875767
0.24 0.912102
0.25 0.9391
0.26 0.949872
0.27 0.941416
0.28 0.916774
0.29 0.882352
0.3 0.843752
0.31 0.803955
0.32 0.763959
0.33 0.723956
0.34 0.683956
0.35 0.643956
0.36 0.603956
0.37 0.563956
0.38 0.523956
0.39 0.483956
0.4 0.443956
0.41 0.403956
0.42 0.363956
0.43 0.323956
0.44 0.283956
0.45 0.243959
0.46 0.203952
0.47 0.163906
0.48 0.124095
0.49 0.0859271
0.5 0.0524279
0.51 0.0270422
0.52 0.0112702
0.53 0.0035911
0.54 0.000802035
0.55 0.00010203
0.56 7.65694e-07
0.57 -1.53753e-06
0.58 -3.23328e-08
0.59 2.86258e-08
0.6 -1.29305e-09
0.61 -4.37622e-10
0.62 8.22255e-11
0.63 -3.34253e-12
0.64 -1.18849e-12
0.65 3.05587e-13
0.66 -3.84779e-14
0.67 1.86244e-15
0.68 4.34346e-16
0.69 -1.55313e-16
0.7 3.15861e-17
0.71 -5.15616e-18
0.72 7.39016e-19
0.73 -9.67501e-20
0.74 1.18262e-20
0.75 -1.36854e-21
0.76 1.51367e-22
0.77 -1.61136e-23
0.78 1.65972e-24
0.79 -1.66098e-25
0.8 1.62042e-26
0.81 -1.54532e-27
0.82 1.44387e-28
0.83 -1.32433e-29
0.84 1.19438e-30
0.85 -1.06068e-31
0.86 9.28677e-33
0.87 -8.02519e-34
0.88 6.85135e-35
0.89 -5.78361e-36
0.9 4.8312e-37
0.91 -3.99616e-38
0.92 3.27513e-39
0.93 -2.66107e-40
0.94 2.14458e-41
0.95 -1.71508e-42
0.96 1.36165e-43
0.97 -1.07359e-44
0.98 8.40645e-46
0.99 -6.42213e-47
1 0
0 0
0.01 0.0100878
0.02 0.0275212
0.03 0.0523958
0.04 0.0835145
0.05 0.119006
0.06 0.157056
0.07 0.196349
0.08 0.236141
0.09 0.276093
0.1 0.316085
0.11 0.356084
0.12 0.396084
0.13 0.436084
0.14 0.476084
0.15 0.516084
0.16 0.556084
0.17 0.596084
0.18 0.636084
0.19 0.676084
0.2 0.716091
0.21 0.75609
0.22 0.795899
0.23 0.834797
0.24 0.871006
0.25 0.901438
0.26 0.922237
0.27 0.930133
0.28 0.923882
0.29 0.904793
0.3 0.876014
0.31 0.84115
0.32 0.803119
0.33 0.763735
0.34 0.723886
0.35 0.683913
0.36 0.643916
0.37 0.603916
0.38 0.563916
0.39 0.523916
0.4 0.483916
0.41 0.443916
0.42 0.403916
0.43 0.363916
0.44 0.323916
0.45 0.283913
0.46 0.243913
0.47 0.204009
0.48 0.16456
0.49 0.126455
0.5 0.0912389
0.51 0.0608394
0.52 0.0368914
0.53 0.0200172
0.54 0.00956171
0.55 0.00395085
0.56 0.00138288
0.57 0.000398609
0.58 9.04917e-05
0.59 1.4822e-05
0.6 1.34576e-06
0.61 -4.60871e-08
0.62 -2.83941e-08
0.63 -1.40929e-09
0.64 4.62175e-10
0.65 3.7198e-11
0.66 -9.31848e-12
0.67 -5.05181e-13
0.68 2.18406e-13
0.69 -4.26027e-15
0.7 -4.34177e-15
0.71 5.46027e-16
0.72 3.08258e-17
0.73 -1.64559e-17
0.74 1.75175e-18
0.75 9.45859e-20
0.76 -5.71791e-20
0.77 8.40692e-21
0.78 -3.01711e-22
0.79 -1.37718e-22
0.8 3.70108e-23
0.81 -5.01583e-24
0.82 2.74756e-25
0.83 5.59025e-26
0.84 -2.06837e-26
0.85 3.93313e-27
0.86 -5.25032e-28
0.87 4.41107e-29
0.88 9.05961e-31
0.89 -1.36031e-30
0.9 3.69005e-31
